Sl.No.,Load,Biogas flow rate,methane fraction,Intake temperature,CO2,CO,HC,O2,Smoke,Nox,Pb (kW),ṁf1 (kg/s),ṁf2 (kg/s),% pilot fuel,% Energy of pilot,ɳBT (%),ɳvol (%),BSEC ,A/F Ratio,ER,Pm,Pm(CA),dp/dt,ID,CD,CA50,Max. HRR,BSFC,CO2,HC,CO,NOx
154,15,8,65,60,6.75,0.11,194,10.96,33,487,3.058,0.000162529550827,5.78933333333333E-05,73.7353344441718,0.69678800983794,32.0320911762637,85.1409636365972,3.1218692357526,22.9839505869579,0.476642140034238,58.8652709224321,364,6.73401143308653,23,86,33,54.7784328013821,0.274597567648293,6.75,0.752310849195999,9.18761861825407,4.35815285755494
155,15,8,80,60,6.23,0.14,237,11.24,31,493,3.07685714285714,0.000151154268963,7.12533333333334E-05,67.9627258251724,0.634564879962842,31.5603946295991,86.0064517770985,3.16852818773737,26.3595211246975,0.478055547343483,58.4735902992972,363,6.50452048621625,23,85,33,52.9175544625439,0.278701658420996,6.23,0.92344566061573,11.7491301188369,4.43289883820404
156,15,8,100,60,5.68,0.15,269,10.97,29,503,3.113,0.000134540117417,8.90666666666667E-05,60.1681733263475,0.552868808437841,31.255675134723,84.6671768946309,3.1994189717216,31.8802971865328,0.489077669638237,58.9633183820342,364,6.56976605714522,22,87,34,53.4147368481341,0.281418791492322,5.68,1.02527820253321,12.313893195995,4.42420591256108
157,20,8,50,60,9.06,0.22,140,8.28,47,884,3.93695238095238,0.000238715277778,4.45333333333333E-05,84.2776516507387,0.814395035715526,32.81667242768,85.5882915921298,3.04723156256552,16.8333630702582,0.618963989095367,69.5498488242912,361,8.88580460051185,20,94,38,70.6821352453653,0.268032486934027,9.06,0.415553562482987,14.0648898071165,6.05520905332352
158,20,8,65,60,8.6,0.21,164,8.44,45,954,3.94952380952381,0.00021953166578,5.78933333333333E-05,79.131897443117,0.756334189075722,33.2461050833381,86.4311493792844,3.00787114007279,19.0555913131375,0.604084346623643,70.2789204228641,362,9.68377239504804,20,100,44,77.6082316460983,0.26457037002204,8.6,0.488370512103482,13.4691304463812,6.55589308461616
159,20,8,80,60,8.03,0.23,178,8.3,42,984,3.98933333333333,0.000205633100698,7.12533333333334E-05,74.2662244964684,0.70258613131898,33.3032296067968,85.5686536659407,3.0027117844328,21.2404275179387,0.6082082804558,68.8056667333377,362,9.76526140779291,20,94,38,78.5360973390123,0.264116556488421,8.03,0.522079732918909,14.5297903197829,6.66023928944087
160,20,8,100,60,7.57,0.22,208,8.15,41,960,4.03333333333333,0.000184894666069,8.90666666666667E-05,67.4893293234946,0.629528021780245,33.5532255722982,84.9960966825207,2.98033939492723,25.3833084762708,0.606352824887597,67.2031918074612,363,7.81210620943128,21,81,32,62.2421981582207,0.26214869580087,7.57,0.601541507844685,13.703756243799,6.40695097112683
161,5,8,50,80,4.28,0.13,250,15.47,24,77,1.07014285714286,0.000102970544184,4.45333333333333E-05,69.8087032809132,0.654300407397226,16.6144288805863,82.4281118842677,6.01886473009304,24.9786379473247,0.335083080937911,47.5208048766,363,3.09428719857343,24,88,38.5,25.4658520088795,0.529415388690748,4.28,2.64737071181722,29.6505519723529,1.88166964439932
162,5,8,65,80,4.47,0.14,308,15.15,22,107,1.07328571428571,9.46317962835513E-05,5.78933333333333E-05,62.0434131223157,0.572285656601759,15.8588102682321,81.5265959746829,6.30564325498722,28.0838906694289,0.354148809782294,45.8709597174301,363,3.06490958560267,25,85.5,37,26.3547774778087,0.554640239394889,4.47,3.21215897207603,31.447710216129,2.57518239269832
163,5,8,80,80,3.88,0.17,351,14.87,21,120,1.078,8.63874345549738E-05,7.12533333333334E-05,54.8001863427751,0.498098021706548,15.1866672698449,81.1700656715866,6.58472318008593,32.3929456001209,0.370653580826926,46.0997644706495,362,2.87582380516143,23,98,51,21.9284843432067,0.579187926317175,3.88,3.62793148959955,37.845614487166,2.86227336457558
164,5,8,100,80,2.84,0.17,452,15.01,19,81,1.089,7.52462604888727E-05,8.90666666666667E-05,45.7944860404344,0.408824363182464,14.4563683045127,82.2865923797778,6.91736665070883,41.743527414391,0.382957065081243,45.4453777259335,363,2.6438375192742,24,105.5,50.5,22.7340309923864,0.60844702752521,2.84,4.70435949721,38.1088345927836,1.94547201807698
165,10,8,50,80,5.99,0.12,202,13.03,27,295,2.07638095238095,0.000135959129862,4.45333333333333E-05,75.3267629323421,0.714207552874181,26.6503290514847,81.849127924731,3.75229888557151,21.445362847885,0.421381401444897,52.9523209428245,359,3.52497039636064,19,86,33,22.7168356266287,0.330049745603436,5.99,1.06876060504556,13.6749262488693,3.60187789590754
166,10,8,65,80,5.42,0.13,251,12.93,25,296,2.07742857142857,0.000124547101449,5.78933333333333E-05,68.2672684910461,0.637810382314487,25.9934267637497,82.1597158749123,3.8471264642744,24.3374873188443,0.429521282278707,50.8933514261962,364,4.3230573145493,23,84,33,35.6120193947776,0.338390717146888,5.42,1.32599606637168,14.7919879913972,3.60859487262656
167,10,8,80,80,4.77,0.16,296,13.26,24,234,2.09942857142857,0.000111788617886,7.12533333333334E-05,61.0726760403231,0.562215775129674,25.7979989655727,82.6768040103883,3.87626963368164,28.613281161477,0.429149388303481,51.0382932794246,363,4.60560915471466,24,88,36,36.7636153182466,0.340954131187791,4.77,1.56428556654337,18.2120564919811,2.85376420923453
168,10,8,100,80,4.14,0.17,345,13.32,22,229,2.1172380952381,9.57743208729974E-05,8.90666666666667E-05,51.8144390742588,0.468143427779594,25.2859355368517,81.6418846475662,3.95476765549212,35.7897253199306,0.44205281980696,49.9074577789906,363,4.04452880283107,24,86,33,33.2942162151012,0.347858765631637,4.14,1.78822464553049,18.9787052680605,2.73915347041125
169,15,8,50,80,7.55,0.1,168,10.6,33,511,3.025,0.00017787839586,4.45333333333333E-05,79.9770751772874,0.765783500646816,31.8190828088344,82.8069882900875,3.14276814956575,18.513540926104,0.523945778469885,56.0912139506689,362,6.02962473308169,22,80,30,47.8503243226991,0.276435822381663,7.55,0.60374477429706,7.74031761919308,4.23782389650821
170,15,8,65,80,7.07,0.12,190,10.75,31,540,3.04071428571429,0.000164802237315,5.78933333333333E-05,74.003374577801,0.699713800416697,31.5436850601958,83.1113177786108,3.17020664545588,20.890283244551,0.525661660936473,53.462842907574,362,4.31533596611819,21,99.5,45,31.904092348355,0.278849294459567,7.07,0.681320320839124,9.26816306890468,4.46857862250762
171,15,8,80,80,6.67,0.12,216,10.5,28,574,3.06428571428571,0.000154205607477,7.12533333333334E-05,68.3963150552587,0.639186863001459,31.0339036647991,82.1094839091128,3.22228234901132,23.379650719169,0.539888946065235,54.2869464885344,364,5.25294092763056,23,89,36,42.1452953427205,0.283429839142904,6.67,0.761494997246978,9.11190594996384,4.66985179935647
172,15,8,100,80,5.87,0.15,252,10.54,27,587,3.08942857142857,0.000134847989539,8.90666666666667E-05,60.2229402148501,0.5534337799115,30.9798152554552,82.1588059278587,3.2279082097622,28.9222730267296,0.539046155632551,51.2042120287233,363,4.10259852587398,23,87,35.5,33.7112753464007,0.283924686159693,5.87,0.881956854084465,11.307139154929,4.74092191710239
173,20,8,50,80,9.63,0.22,141,7.54,47,927,3.92438095238095,0.000232002249719,4.45333333333333E-05,83.8959844364983,0.810044679413692,33.4786096667213,82.7949536398086,2.98698186679487,15.569725110636,0.664793115352223,70.6246074156846,361,9.13537974882883,19,102.5,45,72.2009130139786,0.262732963263818,9.63,0.383662296735857,12.8933974244019,5.82086659695809
174,20,8,65,80,9.11,0.25,167,7.65,45,1034,3.94952380952381,0.000222611980572,5.78933333333333E-05,79.3610564708011,0.758892902549439,32.8969906273434,82.2678770118629,3.03979172845317,16.9662585218704,0.679955856245482,68.8826389411372,362,9.03958891615822,20,98.5,41.5,72.2766816079588,0.267378084011714,9.11,0.449272782589771,14.4859948324661,6.41936513861571
175,20,8,80,80,8.63,0.23,176,7.62,42,1101,3.97466666666667,0.00020033997086,7.12533333333334E-05,73.7646944039879,0.697108328082949,33.7919189365543,82.1321648181889,2.95928740204882,19.4778463239611,0.661906041311696,67.4314662601765,363,9.26552290777989,20,91,36,74.3698122059723,0.260296976333457,8.63,0.469311359270551,13.2096379095382,6.77506739366534
176,20,8,100,80,7.96,0.24,204,7.63,40,1080,3.99561904761905,0.000176432848589,8.90666666666667E-05,66.4531716447566,0.618537815897791,34.2255442083492,83.2145958723182,2.92179430051562,23.9642465616329,0.643443797498505,67.2926719360877,361,7.08790479545124,19,96,42,53.6493530862221,0.256999107746683,7.96,0.546104988339536,13.8379544556625,6.67187089826583
177,5,8,50,100,4.77,0.12,246,14.99,22,151,1.05809523809524,0.000101003917728,4.45333333333333E-05,69.400732109024,0.649925727760161,16.6352658878726,81.6823014221442,6.01132561836007,23.3314404625229,0.356814316916742,44.813498273479,363,2.70068117060226,24,105,51,21.8497336063907,0.528752253374127,4.77,2.44966664866916,25.7375858021525,3.46997808582592
178,5,8,65,100,4.82,0.16,305,14.58,21,168,1.08166666666667,9.88734419942474E-05,5.78933333333333E-05,63.0704062054226,0.582982711582102,15.582923778398,79.2336494498074,6.41728095587725,25.5773303863509,0.391966617476968,44.2900695066311,364,2.39160301065858,25,77,32.5,21.7501178537386,0.564459818245653,4.82,2.93550814385426,33.1679104274075,3.73138992308334
179,5,8,80,100,3.72,0.18,316,15.09,20,126,1.08114285714286,8.77099723580693E-05,7.12533333333334E-05,55.1762383001406,0.501896346182233,15.1156776040935,80.27340854497,6.61564784716756,30.2125472419309,0.397927688945696,45.2231336482451,363,2.90519781019255,25,95,43,24.9814357253173,0.581908039723495,3.72,3.06350297005189,37.5853334203055,2.81890000652291
180,5,8,100,100,3.07,0.19,443,15.15,18,124,1.10995238095238,7.37792881416562E-05,8.90666666666667E-05,45.3061841348763,0.404074669294525,14.852890861221,79.78900106977,6.73269607474777,39.3949173448988,0.406127643627011,43.3893047721589,364,2.61369745948751,25,96.5,45,22.4748603556481,0.592203524948495,3.07,4.23692652766082,39.1395192345122,2.73682352542078
181,10,8,50,100,6.15,0.11,204,12.02,26,352,2.06380952380952,0.00013388510224,4.45333333333333E-05,75.0399485398772,0.711059521984437,26.7807534584998,80.5534184408684,3.73402489048573,19.9899559330172,0.450179059296309,52.0481142415964,362,4.20305930680807,23,84,34,33.3709036250451,0.328442376997376,6.15,1.00855941002096,11.7132842491122,4.01598317112419
182,10,8,65,100,5.53,0.15,245,12.99,25,314,2.08580952380952,0.000120967741935,5.78933333333333E-05,67.6322345449823,0.631047469724962,26.58560691437,80.4186306493069,3.76143378340362,22.9413289965484,0.453276933844935,50.0516266880372,363,4.05740417684841,23,80,31,32.0821156171881,0.330853245217284,5.53,1.2018218421825,15.8482001166923,3.55452488331527
183,10,8,80,100,4.97,0.16,288,12.99,23,305,2.10571428571429,0.000106920684292,7.12533333333334E-05,60.0091336083502,0.551228879811809,26.5246189781889,79.6584545386915,3.7700824310513,26.7290247073989,0.457622875237793,51.3059542612951,363,4.2767125043346,23,97,43,35.2095720834339,0.331613974584263,4.97,1.39111649231788,16.6458383696156,3.39976386343712
184,10,8,100,100,4.4,0.19,336,13.13,21,291,2.10571428571429,9.41780821917808E-05,8.90666666666667E-05,51.3946963165265,0.463961042530037,25.3460678991892,79.6584545386915,3.94538515393146,33.1542783670964,0.477538843210708,48.442017260513,363,3.8316088130135,23,84,35,30.0542703167341,0.347033486956442,4.4,1.61162628125045,19.6287816306145,3.22103879013655
185,15,8,50,100,7.44,0.1,154,10.94,31,603,3.04857142857143,0.000185810810811,4.45333333333333E-05,80.6666093037445,0.77351782278017,31.0081030487885,79.9355402924544,3.22496348269544,16.6622182753426,0.588631611485143,58.6415578002453,364,6.41825939787055,21,83,33,50.8467311483871,0.283665669900889,7.44,0.50847482755497,7.11153604971987,4.59456025497973
186,15,8,65,100,7.25,0.12,191,10.33,29,674,3.07528571428571,0.000166868932039,5.78933333333333E-05,74.242414207086,0.702325810486015,31.6248220586343,79.9852237675739,3.1620731277031,19.1148722196094,0.575710116034839,59.4262891589557,362,5.94160782457821,21,98,43,46.3625240900103,0.278133875579827,7.25,0.626448544029903,8.4771127987937,5.10140538070264
187,15,8,80,100,6.68,0.13,215,10.5,26,672,3.08785714285714,0.000154552266767,7.12533333333334E-05,68.4448333868576,0.639704576231146,31.2277544299232,80.0275287897913,3.20227956910593,21.7035093719266,0.581693137961811,57.5637676087013,364,5.88866097160724,22,99,42,46.409299694289,0.281670407759513,6.68,0.701354018918618,9.13391280452154,5.05878247635039
188,15,8,100,100,6.22,0.16,243,10.42,24,677,3.12085714285714,0.000137913741224,8.90666666666667E-05,60.7601962237649,0.558982767115015,30.9061028751242,79.543704029748,3.23560690922595,26.4082648201737,0.589804440700817,55.0703961468454,364,4.60774414035965,22,85,32,35.5819652561914,0.284601858708303,6.22,0.781718074121748,11.0860936121096,5.02586074245416
189,20,8,50,100,8.88,0.22,130,8.2,46,975,3.8992380952381,0.000244952494062,4.45333333333333E-05,84.616402905088,0.818262185625531,31.8251052015377,80.5304148240178,3.14217343090411,13.7927570782317,0.759890187041801,68.2549851267902,362,9.01028544985286,20,95,40,71.3844940215523,0.276383511318774,8.88,0.328139856592945,11.960600690015,5.67934367180096
190,20,8,65,100,8.97,0.24,155,7.79,44,1082,3.94952380952381,0.000223819858926,5.78933333333333E-05,79.4495483618999,0.759881638957291,32.7620860447494,81.4880691091193,3.05230869192551,15.8520925709775,0.728360820538489,68.8826389411372,362,9.03958891615822,20,69,25,72.2766816079588,0.268479067898061,8.97,0.392419535122329,13.0871428090425,6.32155737472497
191,20,8,80,100,9.12,0.28,171,6.62,42,1209,3.96,0.000212958182757,7.12533333333334E-05,74.9294700251603,0.709847938340254,32.2511835003535,81.2724922067142,3.10066140670168,17.4852637635972,0.740815570762314,67.4314662601765,363,9.26552290777989,20,69,25,74.3698122059723,0.272732140933494,9.12,0.429388895715437,15.14354000184,7.00581882483081
192,20,8,100,100,8.13,0.24,203,7.51,41,1237,4.01238095238095,0.000190267527675,8.90666666666667E-05,68.1146567549704,0.636183491917388,32.7792760597101,80.2114936139372,3.05070800886029,20.8652918175198,0.736826416673578,67.2926719360877,361,7.08790479545124,19,69,25,53.6493530862221,0.268338272866914,8.13,0.498679038534908,12.69845827569,7.01249682456629
193,5,12,50,35,4.43,0.18,380,15.66,22,40,1.07904761904762,9.35586300748469E-05,6.68E-05,58.3433707504103,0.534116067457036,15.051225992905,86.8222523203269,6.64397704526787,23.8526390099596,0.305479419799569,44.6489186765232,366,2.24871472162055,27,100,45,22.3439929865034,0.584399857382827,4.43,4.86660933342907,49.6512369240537,1.18217230771556
194,5,12,65,35,3.95,0.2,457,15.53,20,40,1.10157142857143,8.3502024291498E-05,8.684E-05,49.0202136782201,0.440432971897315,14.1962931950379,85.3480516866051,7.04409232932396,27.55837152697,0.328630399895505,46.6567309308278,365,2.38357021596005,26,97,45,22.105741660912,0.619593734987447,3.95,5.72223203074114,53.937888187427,1.15581188973058
195,5,12,80,35,3.26,0.19,533,15.62,18,40,1.09790476190476,7.17391304347826E-05,0.00010688,40.1631842346114,0.354600216757542,13.2594965448016,86.5329351208615,7.54176447515312,33.0337789778226,0.346158285142185,42.0338670276645,365,1.63943323116989,25,86,40,14.0972830651092,0.663368650081882,3.26,6.72723072942823,51.6508406415907,1.16505655582535
196,5,12,100,35,2.65,0.19,623,15.61,16,40,1.09109523809524,6.09665976943541E-05,0.0001336,31.3345653451405,0.271953721410935,11.8917339473277,87.6714338607773,8.4092025976138,43.1300929403526,0.379836418197451,40.3712272225228,365,1.46982509650153,27,86,41,15.4692339526724,0.739667937632176,2.65,7.91181945396468,51.9704648661465,1.1722661248003
197,10,12,50,35,5.92,0.17,304,13.66,27,95,2.0847619047619,0.000115610986547,6.68E-05,63.3793987607445,0.586209961694338,25.827955342204,86.6305922499971,3.87177376896714,21.6082792333685,0.357288830505086,40.6465052570353,366,1.58212857949585,28,92,44,17.9287045622367,0.340558677880221,5.92,1.95046409691416,23.4924319365168,1.40658468527464
198,10,12,65,35,5,0.19,373,13.71,25,94,2.10152380952381,0.000100072780204,8.684E-05,53.5398275573659,0.485409593023958,24.9061260343782,87.8856697978803,4.01507644593017,25.6487137592961,0.364232805612809,50.9125119937644,365,3.39859819700794,25,89,37,30.2750183426087,0.35316348722998,5,2.4109229338484,26.4510414684955,1.4021040778413
199,10,12,80,35,4.34,0.21,435,13.03,23,93,2.10885714285714,8.81787088499359E-05,0.00010688,45.2062404031261,0.403103650749324,23.5548115580584,87.899110525987,4.24541710951573,30.2551512370494,0.384146714301936,48.1414500466527,365,3.03228493276182,26,88,43,27.645609330031,0.373424100719718,4.34,2.79602971201546,29.0727757854128,1.3794735449201
200,10,12,100,35,3.72,0.22,505,13.71,21,111,2.15809523809524,7.30476359128741E-05,0.0001336,35.3488853575233,0.309181836894805,22.3181345536979,86.5138241614513,4.48066122011219,39.6299557915834,0.41060687441322,45.2473327381862,366,2.28252703374091,26,86,40,21.1259001105644,0.394116018188132,3.72,3.17062892915907,29.7503034327797,1.60825503946683
201,15,12,50,35,7.3,0.14,230,11.54,31,274,3.04385714285714,0.000153516933383,6.68E-05,69.6800427573634,0.652919978744946,31.6305988574911,88.3189600193899,3.16149562803225,19.4333718224955,0.429966098165466,59.0903726207367,365,2.41164040903193,26,78,28,23.4506274049694,0.278083079088059,7.3,1.00792488877916,13.2142661003823,2.77095069758017
202,15,12,65,35,6.64,0.15,253,11.34,28,311,3.08942857142857,0.000134847989539,8.684E-05,60.8278282551264,0.559682158561495,31.3295835985692,87.3528089139918,3.19187134056155,22.5068701787059,0.437806857347471,57.7193597300388,365,5.40018216776144,24,80,29,46.4354968379918,0.280754906812489,6.64,1.08926013140858,13.9096763512193,3.08993524659229
203,15,12,80,35,6.09,0.14,315,11.32,25,286,3.12714285714286,0.000119461337967,0.00010688,52.7792841731855,0.477784011334508,30.5584580621461,86.2993077009588,3.27241642221057,26.3032579450891,0.453269204702202,55.0432859650132,365,4.46887376990521,24,91,44,38.4272914070674,0.2878395992953,6.09,1.33161078201194,12.7470433833621,2.7900416385012
204,15,12,100,35,5.17,0.16,373,11.38,23,312,3.15071428571429,9.41565852545081E-05,0.0001336,41.3408837989436,0.365841291084227,29.9109716106445,86.961442327449,3.34325481972684,35.1780261671702,0.457901441047869,51.3599480432308,367,3.83312052792513,25,69,26,34.5710035661658,0.294070498216787,5.17,1.57421293380512,14.5441821890018,3.03869520734501
205,20,12,50,35,8.6,0.25,183,9.23,44,607,3.98095238095238,0.000197841726619,6.68E-05,74.7583267183541,0.707972172250248,34.806852580381,88.6319118839784,2.87299748717772,17.2405768770507,0.519847133146325,66.847455123649,363,10.048556442694,22,91,36,83.2071318488934,0.252706972093427,8.6,0.607356600774149,17.8709382321103,4.6489969315247
206,20,12,65,35,8.2,0.23,220,9.09,41,618,4.02704761904762,0.000180841736081,8.684E-05,67.5584889460555,0.630263253286998,34.2917431028329,87.9671661117808,2.91615388871086,19.5883913761679,0.53054223290281,69.4154507688493,362,9.55514166655419,21,89,35,78.0589252086217,0.25650298082875,8.2,0.71991744501018,16.2107284820474,4.66687742324781
207,20,12,80,35,7.54,0.22,236,8.8,40,652,4.07104761904762,0.000158592848904,0.00010688,59.7397622991788,0.548453695055223,34.398699656347,87.7043019437262,2.90708663405969,23.0887024318572,0.529256860533528,64.610701125582,364,7.79007608726645,23,94,46,65.1451400894484,0.255705431064672,7.54,0.76429769904265,15.34574258834,4.87277151019369
208,20,12,100,35,6.64,0.2,280,9.08,37,668,4.13809523809524,0.000134803921569,0.0001336,50.2242742135792,0.45233578754461,33.9264471502519,86.954745480966,2.94755296825289,29.4017263065905,0.53957857041635,62.1649293599688,364,6.72622821602877,23,89,35,56.1666116841465,0.259264823243511,6.64,0.891030369547437,13.708159531499,4.90556280377215
209,5,12,50,60,4.89,0.17,377,15.07,21,40,1.08480952380952,9.20553447891096E-05,6.68E-05,57.9491643238815,0.530083197956378,15.2625815046418,83.8753670349754,6.551971563237,21.5207857912574,0.337110384532764,43.9885930307911,365,2.7138907626739,26,84,35,24.8108523690707,0.576307115609197,4.89,4.3329476884279,42.0829034827929,1.06091353317965
210,5,12,65,60,4.03,0.18,452,15.52,20,40,1.07538095238095,8.17641228939544E-05,8.684E-05,48.4947351764233,0.435256195249121,13.9869813589185,85.873674434753,7.14950548899079,25.1828803100412,0.358367436704366,46.6567309308278,365,2.38357021596005,26,69,25,22.105741660912,0.628865807280269,4.03,5.28436426605959,45.3253844468011,1.07917582016193
211,5,12,80,60,3.2,0.18,516,15.1,18,40,1.10890476190476,7.46201157742402E-05,0.00010688,41.1129852209333,0.363661961443061,13.2043091530113,84.484572404286,7.57328526931637,29.7892260799626,0.385022459768476,42.0338670276645,365,1.63943323116989,25,69,25,14.0972830651092,0.666141198434786,3.2,5.89995787822517,44.3288427344288,1.05544863653402
212,5,12,100,60,2.79,0.19,615,15.43,16,40,1.11361904761905,6.00349294134769E-05,0.0001336,31.0041837985138,0.268915412095491,12.1878700974728,85.3118683035398,8.20487904779486,39.8104231548753,0.411737322323431,41.8008553218517,364,1.92691675397873,26,91,39,17.9966756878818,0.721695772382269,2.79,7.04273131030721,46.8634528715877,1.05707036552453
213,10,12,50,60,6.55,0.15,275,12.55,26,89,2.07952380952381,0.000117958249929,6.68E-05,63.8446456242969,0.591076918983376,25.4600384202965,84.4965629361531,3.92772384507798,19.3210227197468,0.401817639993612,50.404621960748,365,3.88274335239726,24,74,27,33.3872286270883,0.345480009828986,6.55,1.60007168092351,18.7980449227378,1.19501857008833
214,10,12,65,60,5.49,0.16,353,13.06,24,40,2.11828571428571,0.000100048508368,8.684E-05,53.5337936192701,0.485349002063139,25.1077350707632,82.6152300455614,3.98283635374364,22.4800731865604,0.415554989710865,50.9125119937644,365,3.39859819700794,25,69,25,30.2750183426087,0.350327669895355,5.49,1.99429223672603,19.4692290706747,0.521497207250214
215,10,12,80,60,4.64,0.18,407,13.12,20,40,2.15809523809524,8.63874345549738E-05,0.00010688,44.6983915080641,0.398175488910482,24.3037913838189,81.4202317612931,4.11458436343304,26.7043237983945,0.434502960237494,47.6990198769674,363,3.13626012406357,24,99,47,25.5423890935852,0.361916138300404,4.64,2.25084175927917,21.4406397028293,0.510491421495936
216,10,12,100,60,4,0.17,474,13.15,18,40,2.18847619047619,6.94093891973751E-05,0.0001336,34.190235964846,0.298377364973055,22.9862938840664,82.5250735172303,4.35041858006166,36.0924212499448,0.451731823214033,46.618075913643,365,2.93897219979658,25,83,34,25.271857513498,0.382659961107847,4,2.63199874964214,20.331570996911,0.512560613367505
217,15,12,50,60,7.7,0.14,221,10.78,31,216,3.047,0.000150163815071,6.68E-05,69.2114558466147,0.647898631426008,32.1213434145196,84.0240931304544,3.11319482219407,17.2610683523311,0.481101970366834,57.5346024626773,364,5.72703121579939,23,88,38,47.5244817942677,0.27383457192872,7.7,0.857463435223483,11.6994662933382,1.93399340767427
218,15,12,65,60,7.26,0.15,260,10.53,30,239,3.09257142857143,0.000136363636364,8.684E-05,61.0938238217038,0.562434725250563,31.1654045791137,84.1891845715539,3.20868608479473,19.9972066596392,0.49375197146385,55.2712251586184,365,5.31316916730477,24,86,33,44.1491475484219,0.282233920671937,7.26,1.00318916108793,12.4656641318618,2.12806694822498
219,15,12,80,60,6.28,0.16,309,10.93,27,227,3.11614285714286,0.000114076327434,0.00010688,51.6284501822628,0.466289336913959,31.1212326077197,83.552352615642,3.2132403385332,23.9002743876746,0.496870762420412,52.9082870688617,364,4.51662183021803,24,85,34,37.3298964210752,0.282634509839707,6.28,1.17403055685855,13.0934948835606,1.99032812850554
220,15,12,100,60,5.34,0.17,361,10.92,24,211,3.19157142857143,9.16055962691539E-05,0.0001336,40.6764297986946,0.359492739365847,30.6021657609658,81.914107545594,3.26774257681964,31.3976563122478,0.513614262137325,51.84596747816,367,3.62493629221923,24,89,36,31.1703776846929,0.287428490924323,5.34,1.33181303383802,13.5082677201555,1.7963725770711
221,20,12,50,60,9.48,0.24,176,8.19,44,569,3.94952380952381,0.000202503681885,6.68E-05,75.1952890014722,0.71276404414689,33.9654265447063,84.5641657604341,2.94417029824069,14.9391087330733,0.60374348467622,68.3558669925739,363,9.06526061754644,21,96,33,73.2837481589388,0.25896728581085,9.48,0.519829159504452,15.2677095798511,3.87827087095323
222,20,12,65,60,8.78,0.26,209,8.02,42,613,3.98514285714286,0.000179114198871,8.684E-05,67.3477612428638,0.628023676136968,34.1404603885081,84.5533122511104,2.9290759076483,17.3088480776584,0.599375516143194,66.7166587240382,364,8.49328185947116,21,81,30,68.3938917213661,0.257639593127782,8.78,0.611916299829449,16.3958434404063,4.14175220973999
223,20,12,80,60,8.11,0.2,238,8.03,39,665,4.03752380952381,0.00016081871345,0.00010688,60.074518617421,0.551902964874979,33.854836233052,83.0895140751272,2.95378773394779,19.9342214551082,0.61375465525269,64.3384132883935,363,8.09396998695556,21,81.5,31,64.4662977356136,0.25981322913927,8.11,0.679834135313573,12.3046902319199,4.38354589512145
224,20,12,100,60,7.38,0.23,257,7.57,36,727,4.12342857142857,0.000135646169023,0.0001336,50.3799810839964,0.453879217177447,33.7109287326565,81.7176828768353,2.96639706348784,25.3862987904377,0.624757199278163,60.3956148306289,365,5.64367996117524,23,84,32,45.5184522806821,0.26092233748427,7.38,0.714579431441043,13.773994428256,4.66476426211588
225,5,12,50,80,5.22,0.16,367,14.95,21,80,1.07485714285714,8.87096774193548E-05,6.68E-05,57.044473946233,0.520852229605909,15.4196228590468,81.4074050448953,6.48524292157569,19.7156299971323,0.364356910385822,44.87984085131,364,2.83175049985533,25,82.5,37,24.349871411194,0.570437708113577,5.22,3.87765562714277,36.4114382930195,1.95061276569748
226,5,12,65,80,4.38,0.18,423,15.03,20,79,1.089,7.9849012775842E-05,8.684E-05,47.9029849935103,0.429439482120831,14.3100046976143,82.2865923797778,6.9881179016434,23.2013803883886,0.387444833407387,44.3979814307941,363,2.3555130475829,25,102,51,20.2547646125475,0.614670261090604,4.38,4.48484598757294,41.1049714081972,1.9329123459807
227,5,12,80,80,3.68,0.2,533,15.18,18,78,1.10157142857143,6.81480257723443E-05,0.00010688,38.9354935997411,0.342937010481732,13.5441956591514,81.0316018433951,7.38323651817839,27.4714262220839,0.414636623888412,42.8244255008156,365,2.1392031481787,25,97,43,19.8436711209013,0.649424635101696,3.68,5.52918885629234,44.6867622964888,1.86726828167471
228,5,12,100,80,2.66,0.19,635,15.49,16,73,1.09947619047619,5.41836332588993E-05,0.0001336,28.8542895451361,0.249238089782874,12.3569587574873,81.5025371879743,8.09260611470505,36.5260862207278,0.450373294505126,40.6162903398243,364,1.6361152274672,26,96,45,18.5187296234011,0.711820318924408,2.66,6.56790346832531,42.3273730484442,1.74242381534009
229,10,12,50,80,6.58,0.15,289,12.58,26,233,2.07638095238095,0.000118500430911,6.68E-05,63.9504346149052,0.592184876956113,25.3526812449467,82.2011688092589,3.94435598483028,17.6784426524078,0.439711379960701,50.898718684683,364,4.09830834510465,24,86,35.5,35.2408452693201,0.346942961918222,6.58,1.55022335053468,17.3301519090914,2.88423242487022
230,10,12,65,80,5.26,0.19,363,13.3,24,154,2.09628571428571,9.91586538461539E-05,8.684E-05,53.3114900542084,0.483117721527681,24.9546968293177,82.8007572397892,4.00726166636961,21.0927274379157,0.442196578285968,49.6348093567928,364,3.75018488431024,24,94,40,30.7971522367852,0.352476104352292,5.26,1.94437176972557,21.920020798771,1.90358075357748
231,10,12,80,80,4.69,0.2,421,13.35,22,153,2.12352380952381,8.49989697094581E-05,0.00010688,44.2982208202196,0.394299192437288,24.0684896389824,82.4114430942897,4.15480994029786,25.2207271092098,0.459461830809294,50.3736846393936,365,3.73208841094538,24,96,40,31.7649270637616,0.365454353622759,4.69,2.22781191278447,22.7950789541257,1.86838236427566
